0,2
0.1,2
0.2,2
0.3,2
0.4,2
0.5,2
0.6,2
0.7,2
0.8,2
0.9,2
1,2
1.1,2
1.2,2
1.3,2
1.4,2
1.5,2
1.6,2
1.7,2
1.8,2.01
1.9,2.01
2,2.01
2.1,2
2.2,2
2.3,2
2.4,2
2.5,2
2.6,2
2.7,2
2.8,2
2.9,2
3,2
3.1,2
3.2,2
3.3,2
3.4,2
3.5,2
3.6,2
3.7,2
3.8,1.99
3.9,1.99
4,1.99
4.1,1.99
4.2,1.99
4.3,1.99
4.4,2
4.5,2
4.6,2
4.7,2
4.8,2
4.9,2
5,2
5.1,2
5.2,2
5.3,2
5.4,2
5.5,2
5.6,2
5.7,2
5.8,2
5.9,2
6,2
6.1,2
6.2,2
6.3,2
6.4,2
6.5,2
6.6,2
6.7,2
6.8,2
6.9,2
7,2
7.1,2
7.2,2
7.3,2
7.4,2
7.5,2
7.6,2
7.7,2
7.8,2
7.9,2
8,2
8.1,2.01
8.2,2.01
8.3,2.01
8.4,2.01
8.5,2.01
8.6,2.01
8.7,2.01
8.8,2.01
8.9,2.01
9,2.01
9.1,2.01
9.2,2.01
9.3,2.01
9.4,2.01
9.5,2.01
9.6,2
9.7,2
9.8,2
9.9,2
10,2
10.1,2
10.2,2.05
10.3,2.05
10.4,2.05
10.5,2.05
10.6,2.13
10.7,2.13
10.8,2.13
10.9,2.21
11,2.21
11.1,2.21
11.2,2.27
11.3,2.27
11.4,2.27
11.5,2.27
11.6,2.27
11.7,2.27
11.8,2.27
11.9,2.22
12,2.22
12.1,2.22
12.2,2.17
12.3,2.17
12.4,2.17
12.5,2.17
12.6,2.13
12.7,2.13
12.8,2.13
12.9,2.1
13,2.1
13.1,2.1
13.2,2.08
13.3,2.08
13.4,2.08
13.5,2.07
13.6,2.07
13.7,2.07
13.8,2.07
13.9,2.06
14,2.06
14.1,2.06
14.2,2.05
14.3,2.05
14.4,2.05
14.5,2.04
14.6,2.04
14.7,2.04
14.8,2.04
14.9,2.04
15,2.04
15.1,2.04
15.2,2.04
15.3,2.04
15.4,2.04
15.5,2.03
15.6,2.03
15.7,2.03
15.8,2.02
15.9,2.02
16,2.02
16.1,2.02
16.2,2.02
16.3,2.02
16.4,2.01
16.5,2.01
16.6,2.01
16.7,2.01
16.8,2.01
16.9,2.01
17,2.01
17.1,2.01
17.2,2.01
17.3,2.01
17.4,2.02
17.5,2.02
17.6,2.02
17.7,2.02
17.8,2.02
17.9,2.02
18,2.01
18.1,2.01
18.2,2.01
18.3,2.01
18.4,2.01
18.5,2.01
18.6,2.01
18.7,2.01
18.8,2.01
18.9,2.01
19,2
19.1,2
19.2,2
19.3,2
19.4,2
19.5,2
19.6,2
19.7,1.99
19.8,1.99
19.9,1.99
20,1.99
20.1,1.99
20.2,1.99
20.3,1.99
20.4,1.99
20.5,2
20.6,2
20.7,2
20.8,2
20.9,2
21,2
21.1,2.01
21.2,2.01
21.3,2.01
21.4,2.01
21.5,2.01
21.6,2.01
21.7,2
21.8,2
21.9,2
22,1.99
22.1,1.99
22.2,1.99
22.3,1.99
22.4,1.99
22.5,1.99
22.6,1.99
22.7,1.99
22.8,1.99
22.9,1.99
23,2
23.1,2
23.2,2
23.3,2
23.4,2
23.5,2
23.6,2
23.7,2
23.8,2
23.9,2
24,2
24.1,2
24.2,2
24.3,2
24.4,2
24.5,2
24.6,2
24.7,2
24.8,2
24.9,2
25,2
25.1,2
25.2,2
25.3,2.01
25.4,2.01
25.5,2.01
25.6,2.01
25.7,2.01
25.8,2.01
25.9,2.01
26,2.01
26.1,2.01
26.2,2.01
26.3,2.01
26.4,2.01
26.5,2
26.6,2
26.7,2
26.8,2
26.9,2
27,2
27.1,2
27.2,2
27.3,2
27.4,2
27.5,2
27.6,2
27.7,2
27.8,2
27.9,2
28,2
28.1,2
28.2,2
28.3,2
28.4,2
28.5,2
28.6,2
28.7,2
28.8,2
28.9,2
29,2
29.1,2
29.2,1.99
29.3,1.99
29.4,1.99
29.5,2
29.6,2
29.7,2
29.8,1.99
29.9,1.99
30,1.99
30.1,2.01
30.2,2.01
30.3,2.01
30.4,2
30.5,2
30.6,2
30.7,2.01
30.8,2.01
30.9,2.01
31,2.01
31.1,2.01
31.2,2.01
31.3,2.01
31.4,2
31.5,2
31.6,2
31.7,1.99
31.8,1.99
31.9,1.99
32,1.99
32.1,1.99
32.2,1.99
32.3,1.99
32.4,2
32.5,2
32.6,2
32.7,1.99
32.8,1.99
32.9,2
33,2
33.1,2
33.2,2
